2212,2212
2212,211
2212,2212
2112,211
2212,2212
2212,2212
2112,211
2212,2212
2212,2212
2212,2212
2212,2212
2112,211
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2112,211
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
321,2212
2212,2212
2212,2212
2112,211
211,211
211,211
2212,2212
2212,2212
2212,2212
2112,211
2112,211
211,211
2212,2212
2212,2212
211,211
211,211
2112,211
2212,2212
2212,2212
2212,2212
2112,211
211,211
211,310
2212,2212
2112,211
2112,211
2212,2212
2112,211
2112,211
2212,2212
2212,2212
2212,2212
211,211
2112,211
211,310
2212,2212
2212,2212
2112,211
2212,2212
2112,211
2212,2212
2212,2212
2112,211
211,2212
2112,211
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
211,211
2212,2212
2112,211
2112,211
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2112,211
2112,211
2212,2212
2112,211
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2112,211
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2112,211
13,211
211,2212
2112,211
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
211,2212
2212,2212
2212,2212
2212,2212
2212,2212
211,211
2212,2212
2212,2212
2112,211
2112,211
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
211,211
2212,2212
2212,2212
2212,2212
2212,2212
211,310
2212,2212
2212,2212
2212,2212
2212,2212
211,2212
2212,2212
2212,2212
2212,2212
2212,2212
211,310
2212,2212
2212,2212
2212,2212
2112,211
211,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2112,211
2112,211
211,211
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2112,211
2112,211
2212,2212
2212,2212
211,310
211,211
211,211
2112,211
2112,211
2212,2212
2212,2212
2212,2212
211,310
2212,2212
2212,2212
211,310
2212,2212
2212,2212
211,310
2212,2212
2112,211
2112,211
2212,2212
2212,2212
2112,211
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
2212,2212
211,2212
2112,211
2112,211
2212,2212
2212,2212
2212,2212
2112,211
2212,2212
2212,2212
2212,211
2212,2212
2212,2212
